gene_name	query	indication_meshId	indication_meshName	clinical_success
SCN9A	[MASK] is a promising drug target for the treatment of aphthous stomatitis.	D013281	Stomatitis, Aphthous	1
SCN9A	[MASK] is a promising drug target for the treatment of trigeminal neuralgia.	D014277	Trigeminal Neuralgia	0
SCN9A	[MASK] is a promising drug target for the treatment of urethritis.	D014526	Urethritis	0
SCN9A	[MASK] is a promising drug target for the treatment of papillomavirus infections.	D030361	Papillomavirus Infections	1
SCN9A	[MASK] is a promising drug target for the treatment of postherpetic neuralgia.	D051474	Neuralgia, Postherpetic	1
SCN9A	[MASK] is a promising drug target for the treatment of nociceptive pain.	D059226	Nociceptive Pain	1
SCNN1A	[MASK] is a promising drug target for the treatment of bronchiectasis.	D001987	Bronchiectasis	0
SCNN1A	[MASK] is a promising drug target for the treatment of edema.	D004487	Edema	1
SCNN1A	[MASK] is a promising drug target for the treatment of cardiac edema.	D004489	Edema, Cardiac	1
SCNN1A	[MASK] is a promising drug target for the treatment of heart failure.	D006333	Heart Failure	1
SCNN1A	[MASK] is a promising drug target for the treatment of hypertension.	D006973	Hypertension	1
SCNN1A	[MASK] is a promising drug target for the treatment of sjogren's syndrome.	D012859	Sjogren's Syndrome	0
SCNN1A	[MASK] is a promising drug target for the treatment of xerostomia.	D014987	Xerostomia	0
SCNN1A	[MASK] is a promising drug target for the treatment of dry eye syndromes.	D015352	Dry Eye Syndromes	0
SCNN1A	[MASK] is a promising drug target for the treatment of chronic obstructive pulmonary disease.	D029424	Pulmonary Disease, Chronic Obstructive	0
SDC1	[MASK] is a promising drug target for the treatment of urinary bladder neoplasms.	D001749	Urinary Bladder Neoplasms	0
SDC1	[MASK] is a promising drug target for the treatment of breast neoplasms.	D001943	Breast Neoplasms	0
SELE	[MASK] is a promising drug target for the treatment of ulcerative colitis.	D003093	Colitis, Ulcerative	0
SELP	[MASK] is a promising drug target for the treatment of sickle cell anemia.	D000755	Anemia, Sickle Cell	1
SELP	[MASK] is a promising drug target for the treatment of graft rejection.	D006084	Graft Rejection	0
SELP	[MASK] is a promising drug target for the treatment of myocardial infarction.	D009203	Myocardial Infarction	0
SELP	[MASK] is a promising drug target for the treatment of venous thrombosis.	D020246	Venous Thrombosis	0
SELP	[MASK] is a promising drug target for the treatment of delayed graft function.	D051799	Delayed Graft Function	0
SELP	[MASK] is a promising drug target for the treatment of acute coronary syndrome.	D054058	Acute Coronary Syndrome	0
SELPLG	[MASK] is a promising drug target for the treatment of venous thrombosis.	D020246	Venous Thrombosis	0
SERPINA1	[MASK] is a promising drug target for the treatment of anthrax.	D000881	Anthrax	0
SERPINA1	[MASK] is a promising drug target for the treatment of bronchiectasis.	D001987	Bronchiectasis	0
SERPINA1	[MASK] is a promising drug target for the treatment of cystic fibrosis.	D003550	Cystic Fibrosis	0
SERPINA1	[MASK] is a promising drug target for the treatment of type 1 diabetes mellitus.	D003922	Diabetes Mellitus, Type 1	0
SERPINA1	[MASK] is a promising drug target for the treatment of type 2 diabetes mellitus.	D003924	Diabetes Mellitus, Type 2	0
SERPINA1	[MASK] is a promising drug target for the treatment of graft rejection.	D006084	Graft Rejection	0
SERPINA1	[MASK] is a promising drug target for the treatment of graft vs host disease.	D006086	Graft vs Host Disease	0
SERPINA1	[MASK] is a promising drug target for the treatment of human influenza.	D007251	Influenza, Human	0
SERPINA1	[MASK] is a promising drug target for the treatment of myocardial infarction.	D009203	Myocardial Infarction	0
SERPINA1	[MASK] is a promising drug target for the treatment of tuberculosis.	D014376	Tuberculosis	0
SERPINA1	[MASK] is a promising drug target for the treatment of hiv infections.	D015658	HIV Infections	0
SERPINA1	[MASK] is a promising drug target for the treatment of alpha 1-antitrypsin deficiency.	D019896	alpha 1-Antitrypsin Deficiency	1
SERPINC1	[MASK] is a promising drug target for the treatment of unstable angina.	D000789	Angina, Unstable	1
SERPINC1	[MASK] is a promising drug target for the treatment of blood coagulation disorders.	D001778	Blood Coagulation Disorders	0
SERPINC1	[MASK] is a promising drug target for the treatment of ulcerative colitis.	D003093	Colitis, Ulcerative	0
SERPINC1	[MASK] is a promising drug target for the treatment of myocardial infarction.	D009203	Myocardial Infarction	1
SERPINC1	[MASK] is a promising drug target for the treatment of pulmonary embolism.	D011655	Pulmonary Embolism	1
SERPINC1	[MASK] is a promising drug target for the treatment of operative surgical procedures.	D013514	Surgical Procedures, Operative	1
SERPINC1	[MASK] is a promising drug target for the treatment of thrombosis.	D013927	Thrombosis	1
SERPINC1	[MASK] is a promising drug target for the treatment of venous insufficiency.	D014689	Venous Insufficiency	1
SERPINC1	[MASK] is a promising drug target for the treatment of antithrombin iii deficiency.	D020152	Antithrombin III Deficiency	1
SERPINC1	[MASK] is a promising drug target for the treatment of venous thrombosis.	D020246	Venous Thrombosis	1
SERPINC1	[MASK] is a promising drug target for the treatment of irritable bowel syndrome.	D043183	Irritable Bowel Syndrome	0
SERPINE1	[MASK] is a promising drug target for the treatment of rheumatoid arthritis.	D001172	Arthritis, Rheumatoid	0
SERPINE1	[MASK] is a promising drug target for the treatment of asthma.	D001249	Asthma	0
SERPINE1	[MASK] is a promising drug target for the treatment of diabetes mellitus.	D003920	Diabetes Mellitus	0
SERPINE1	[MASK] is a promising drug target for the treatment of chronic obstructive pulmonary disease.	D029424	Pulmonary Disease, Chronic Obstructive	0
SERPINE1	[MASK] is a promising drug target for the treatment of diabetes complications.	D048909	Diabetes Complications	0
SGMS1	[MASK] is a promising drug target for the treatment of bile duct neoplasms.	D001650	Bile Duct Neoplasms	0
SGMS1	[MASK] is a promising drug target for the treatment of mesothelioma.	D008654	Mesothelioma	0
SGMS1	[MASK] is a promising drug target for the treatment of colorectal neoplasms.	D015179	Colorectal Neoplasms	0
SGPL1	[MASK] is a promising drug target for the treatment of rheumatoid arthritis.	D001172	Arthritis, Rheumatoid	0
SGPL1	[MASK] is a promising drug target for the treatment of darier disease.	D007644	Darier Disease	0
SGPL1	[MASK] is a promising drug target for the treatment of pemphigus.	D010392	Pemphigus	0
SIGLEC8	[MASK] is a promising drug target for the treatment of hypersensitivity.	D006967	Hypersensitivity	0
SIGLEC8	[MASK] is a promising drug target for the treatment of nasal polyps.	D009298	Nasal Polyps	0
SIGMAR1	[MASK] is a promising drug target for the treatment of covid-19.	D000086382	COVID-19	0
SIK2	[MASK] is a promising drug target for the treatment of rheumatoid arthritis.	D001172	Arthritis, Rheumatoid	0
SIK2	[MASK] is a promising drug target for the treatment of ulcerative colitis.	D003093	Colitis, Ulcerative	0
SIK2	[MASK] is a promising drug target for the treatment of systemic lupus erythematosus.	D008180	Lupus Erythematosus, Systemic	0
SIK2	[MASK] is a promising drug target for the treatment of sjogren's syndrome.	D012859	Sjogren's Syndrome	0
SIK3	[MASK] is a promising drug target for the treatment of rheumatoid arthritis.	D001172	Arthritis, Rheumatoid	0
SIK3	[MASK] is a promising drug target for the treatment of ulcerative colitis.	D003093	Colitis, Ulcerative	0
SIK3	[MASK] is a promising drug target for the treatment of systemic lupus erythematosus.	D008180	Lupus Erythematosus, Systemic	0
SIK3	[MASK] is a promising drug target for the treatment of sjogren's syndrome.	D012859	Sjogren's Syndrome	0
SIRPA	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	0
SIRPA	[MASK] is a promising drug target for the treatment of head and neck neoplasms.	D006258	Head and Neck Neoplasms	0
SIRT1	[MASK] is a promising drug target for the treatment of atrial fibrillation.	D001281	Atrial Fibrillation	0
SIRT1	[MASK] is a promising drug target for the treatment of ulcerative colitis.	D003093	Colitis, Ulcerative	0
SIRT1	[MASK] is a promising drug target for the treatment of type 2 diabetes mellitus.	D003924	Diabetes Mellitus, Type 2	0
SIRT1	[MASK] is a promising drug target for the treatment of inflammation.	D007249	Inflammation	0
SIRT1	[MASK] is a promising drug target for the treatment of macular degeneration.	D008268	Macular Degeneration	0
SIRT1	[MASK] is a promising drug target for the treatment of muscular atrophy.	D009133	Muscular Atrophy	0
SIRT1	[MASK] is a promising drug target for the treatment of obesity.	D009765	Obesity	0
SIRT1	[MASK] is a promising drug target for the treatment of psoriasis.	D011565	Psoriasis	0
SIRT1	[MASK] is a promising drug target for the treatment of metabolic syndrome.	D024821	Metabolic Syndrome	0
SIRT1	[MASK] is a promising drug target for the treatment of chronic obstructive pulmonary disease.	D029424	Pulmonary Disease, Chronic Obstructive	0
SIRT1	[MASK] is a promising drug target for the treatment of sarcopenia.	D055948	Sarcopenia	0
SIRT1	[MASK] is a promising drug target for the treatment of non-alcoholic fatty liver disease.	D065626	Non-alcoholic Fatty Liver Disease	0
SLAMF7	[MASK] is a promising drug target for the treatment of multiple myeloma.	D009101	Multiple Myeloma	1
SLC10A1	[MASK] is a promising drug target for the treatment of hepatitis d.	D003699	Hepatitis D	1
SLC10A2	[MASK] is a promising drug target for the treatment of progressive familial intrahepatic 1 cholestasis.	C535933	Cholestasis, progressive familial intrahepatic 1	1
SLC10A2	[MASK] is a promising drug target for the treatment of constipation.	D003248	Constipation	1
SLC10A2	[MASK] is a promising drug target for the treatment of hypercholesterolemia.	D006937	Hypercholesterolemia	0
SLC10A2	[MASK] is a promising drug target for the treatment of hyperlipidemias.	D006949	Hyperlipidemias	0
SLC10A2	[MASK] is a promising drug target for the treatment of alagille syndrome.	D016738	Alagille Syndrome	1
SLC10A2	[MASK] is a promising drug target for the treatment of non-alcoholic fatty liver disease.	D065626	Non-alcoholic Fatty Liver Disease	0
SLC12A1	[MASK] is a promising drug target for the treatment of autistic disorder.	D001321	Autistic Disorder	0
SLC12A1	[MASK] is a promising drug target for the treatment of cardiac edema.	D004489	Edema, Cardiac	0
SLC12A1	[MASK] is a promising drug target for the treatment of epilepsy.	D004827	Epilepsy	0
SLC12A1	[MASK] is a promising drug target for the treatment of heart failure.	D006333	Heart Failure	1
SLC12A1	[MASK] is a promising drug target for the treatment of hypertension.	D006973	Hypertension	1
SLC12A1	[MASK] is a promising drug target for the treatment of chronic kidney failure.	D007676	Kidney Failure, Chronic	1
SLC12A1	[MASK] is a promising drug target for the treatment of papillomavirus infections.	D030361	Papillomavirus Infections	0
SLC12A2	[MASK] is a promising drug target for the treatment of autistic disorder.	D001321	Autistic Disorder	0
SLC12A2	[MASK] is a promising drug target for the treatment of cardiac edema.	D004489	Edema, Cardiac	0
SLC12A2	[MASK] is a promising drug target for the treatment of epilepsy.	D004827	Epilepsy	0
SLC12A2	[MASK] is a promising drug target for the treatment of heart failure.	D006333	Heart Failure	1
SLC12A2	[MASK] is a promising drug target for the treatment of hypertension.	D006973	Hypertension	1
SLC12A2	[MASK] is a promising drug target for the treatment of chronic kidney failure.	D007676	Kidney Failure, Chronic	1
SLC12A2	[MASK] is a promising drug target for the treatment of papillomavirus infections.	D030361	Papillomavirus Infections	0
SLC18A2	[MASK] is a promising drug target for the treatment of tardive dyskinesia.	D000071057	Tardive Dyskinesia	1
SLC18A2	[MASK] is a promising drug target for the treatment of attention deficit disorder with hyperactivity.	D001289	Attention Deficit Disorder with Hyperactivity	1
SLC18A2	[MASK] is a promising drug target for the treatment of cognition disorders.	D003072	Cognition Disorders	0
SLC18A2	[MASK] is a promising drug target for the treatment of endocrine diagnostic techniques.	D003940	Diagnostic Techniques, Endocrine	0
SLC18A2	[MASK] is a promising drug target for the treatment of neurological diagnostic techniques.	D003943	Diagnostic Techniques, Neurological	0
SLC18A2	[MASK] is a promising drug target for the treatment of tourette syndrome.	D005879	Tourette Syndrome	0
SLC18A2	[MASK] is a promising drug target for the treatment of huntington disease.	D006816	Huntington Disease	1
SLC18A2	[MASK] is a promising drug target for the treatment of dyskinesias.	D020820	Dyskinesias	1
SLC18A2	[MASK] is a promising drug target for the treatment of binge-eating disorder.	D056912	Binge-Eating Disorder	0
SLC19A1	[MASK] is a promising drug target for the treatment of peripheral t-cell lymphoma.	D016411	Lymphoma, T-Cell, Peripheral	1
SLC1A5	[MASK] is a promising drug target for the treatment of diagnosis.	D003933	Diagnosis	1
SLC22A12	[MASK] is a promising drug target for the treatment of type 2 diabetes mellitus.	D003924	Diabetes Mellitus, Type 2	0
SLC22A12	[MASK] is a promising drug target for the treatment of diabetic nephropathies.	D003928	Diabetic Nephropathies	0
SLC22A12	[MASK] is a promising drug target for the treatment of gout.	D006073	Gout	1
SLC22A12	[MASK] is a promising drug target for the treatment of heart failure.	D006333	Heart Failure	0
SLC22A12	[MASK] is a promising drug target for the treatment of inflammation.	D007249	Inflammation	1
SLC22A12	[MASK] is a promising drug target for the treatment of joint diseases.	D007592	Joint Diseases	0
SLC22A12	[MASK] is a promising drug target for the treatment of chronic kidney failure.	D007676	Kidney Failure, Chronic	0
SLC22A12	[MASK] is a promising drug target for the treatment of osteoarthritis.	D010003	Osteoarthritis	0
SLC22A12	[MASK] is a promising drug target for the treatment of proteinuria.	D011507	Proteinuria	0
SLC34A2	[MASK] is a promising drug target for the treatment of fallopian tube neoplasms.	D005185	Fallopian Tube Neoplasms	0
SLC34A2	[MASK] is a promising drug target for the treatment of peritoneal neoplasms.	D010534	Peritoneal Neoplasms	0
SLC40A1	[MASK] is a promising drug target for the treatment of anemia.	D000740	Anemia	0
SLC40A1	[MASK] is a promising drug target for the treatment of hemochromatosis.	D006432	Hemochromatosis	0
SLC5A1	[MASK] is a promising drug target for the treatment of constipation.	D003248	Constipation	0
SLC5A1	[MASK] is a promising drug target for the treatment of type 1 diabetes mellitus.	D003922	Diabetes Mellitus, Type 1	1
